,ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
1118,48155,108-VN-T30,FPQ-6384,SCMS-87780,ASN-9408,Vietnam,PMO - US,Direct Drop,EXW,Air,9/30/10,10/18/10,16-Feb-11,16-Feb-11,16-Feb-11,ARV,Adult,HETERO LABS LIMITED,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1008,7005.6,6.95,0.12,Hetero Unit III Hyderabad IN,No,See ASN-9408 (ID#:39263),See ASN-9408 (ID#:39263),15.1,18473.57,5359
1119,10788,110-ZM-T01,Pre-PQ Process,SO-32550,DN-1382,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,17-Aug-09,17-Aug-09,17-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,108000,946080.0,8.76,0.15,"Aurobindo Unit III, India",Yes,10865,13518.56,1854.32,13518.56,10865
1120,71773,114-UG-T30,FPQ-11371,SCMS-173110,ASN-18722,Uganda,PMO - US,Direct Drop,EXW,Air,1/3/13,1/11/13,29-Apr-13,29-Apr-13,29-Apr-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,100,800.0,8.0,0.08,"Alere Medical Co., Ltd.",Yes,74,1649.91,0.99,1649.91,74
1122,82345,151-NG-T30,FPQ-5023,SO-36413,DN-1967,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/10/10,N/A - From RDC,9-Aug-10,17-Aug-10,17-Aug-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,6203,72885.25,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,560,6147.18,157.14,6147.18,560
1123,85861,102-CD-T30,FPQ-9640,SO-41860,DN-2678,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,4/2/12,N/A - From RDC,3-Sep-12,3-Sep-12,3-Sep-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,200,824.0,4.12,0.14,"Strides, Bangalore, India.",No,See DN-2678 (ID#:83040),See DN-2678 (ID#:83040),1.16,See DN-2678 (ID#:83040),See DN-2678 (ID#:83040)
1125,65091,103-ZW-T30,FPQ-15220,SCMS-261580,ASN-31449,Zimbabwe,PMO - US,Direct Drop,FCA,Air,10/27/14,10/30/14,22-Apr-15,22-Apr-15,23-Apr-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,14322,85072.68,5.94,0.1,ABBVIE Ludwigshafen Germany,No,See ASN-31449 (ID#:41304),See ASN-31449 (ID#:41304),100.13,34670.93,3991
1127,67501,117-ET-T30,FPQ-7065,SCMS-98701,ASN-11156,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/26/11,2/15/11,28-Jun-11,28-Jun-11,28-Jun-11,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,14498,487132.8,33.6,0.28,"Aurobindo Unit III, India",Yes,3685,16359.2,803.77,16359.2,3685
1128,83766,111-MZ-T30,FPQ-13123,SO-47081,DN-3558,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,10/21/13,N/A - From RDC,15-Apr-14,28-Mar-14,4-Apr-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,41076,339287.76,8.26,0.14,"Strides, Bangalore, India.",Yes,5170,8406.81,348.79,8406.81,5170
1129,84520,106-HT-T30,FPQ-4384,SO-34880,DN-1575,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,9-Dec-09,5-Dec-09,5-Dec-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,315,6747.3,21.42,0.36,"Aurobindo Unit III, India",Yes,1045,750.9,14.55,750.9,1045
1130,79778,101-CD-T30,FPQ-14654,SCMS-253260,ASN-28279,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,8/11/14,8/27/14,4-Nov-14,4-Nov-14,20-Nov-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,41,1312.0,32.0,1.6,"Trinity Biotech, Plc",No,See ASN-28279 (ID#:13547),See ASN-28279 (ID#:13547),1.35,8021.11,509
1131,38955,133-NG-T30,FPQ-16302,SCMS-287610,ASN-32234,Nigeria,PMO - US,Direct Drop,EXW,Air,5/4/15,5/12/15,12-Jun-15,12-Jun-15,12-Jun-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,12485,399520.0,32.0,1.6,"Trinity Biotech, Plc",Yes,3655,25636.67,470.24,25636.67,3655
1132,83900,111-MZ-T30,FPQ-15195,SO-50140,DN-4191,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,10/17/14,N/A - From RDC,31-May-15,13-May-15,15-May-15,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,619999,5951990.4,9.6,0.32,Hetero Unit III Hyderabad IN,Yes,90446,68874.85,7005.49,68874.85,90446
1134,10979,113-ZW-T01,Pre-PQ Process,SO-2502,DN-813,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,26-Jul-08,26-Jul-08,26-Jul-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,66268,490383.2,7.4,0.12,"Cipla, Goa, India",Yes,6606,22666.98,784.61,22666.98,6606
1135,61403,104-CI-T30,FPQ-6037,SCMS-80610,ASN-8594,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/14/10,7/30/10,10-Nov-10,10-Nov-10,10-Nov-10,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,,Test kit,30,1206,28944.0,24.0,0.8,"Standard Diagnostics, Korea",Yes,429,4540.55,62.4,4540.55,429
1137,66448,104-CI-T30,FPQ-13155,SCMS-217340,ASN-27114,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,10/22/13,12/4/13,31-Jul-14,31-Jul-14,31-Jul-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,3200,64000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,430,3587.34,65.79,3587.34,430
1138,16232,106-HT-T30,FPQ-9066,SCMS-138580,ASN-14408,Haiti,PMO - US,Direct Drop,EXW,Air,1/6/12,2/24/12,22-Apr-12,22-Apr-12,22-Apr-12,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,2894,3617.5,1.25,0.04,"Aurobindo Unit III, India",Yes,1486,12749.39,5.07,12749.39,1486
1139,42757,104-CI-T30,FPQ-4698,SCMS-62970,ASN-9989,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,12/28/09,1/15/10,9-Mar-11,9-Mar-11,9-Mar-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,4014,27495.9,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,507,4520.66,59.28,4520.66,507
1140,85308,111-MZ-T30,FPQ-10210,SO-42820,DN-2862,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6/28/12,N/A - From RDC,31-Oct-12,10-Oct-12,10-Oct-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8586,19060.92,2.22,0.04,Hetero Unit III Hyderabad IN,No,See DN-2862 (ID#:83083),See DN-2862 (ID#:83083),26.72,See DN-2862 (ID#:83083),See DN-2862 (ID#:83083)
1141,1637,104-CI-T01,Pre-PQ Process,SCMS-18320,ASN-3465,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/08,4-Mar-09,4-Mar-09,4-Mar-09,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,289,7803.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,79,1104.69,15.29,1104.69,79
1142,83876,109-TZ-T30,FPQ-14135,SO-48921,DN-4089,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,4/24/14,N/A - From RDC,25-Feb-15,27-Jan-15,3-Feb-15,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,20000,40000.0,2.0,0.03,"Cipla, Goa, India",Yes,1386,7061.2,41.12,7061.2,1386
1143,51165,110-ZM-T30,FPQ-11390,SCMS-173910,ASN-18339,Zambia,PMO - US,Direct Drop,EXW,Air,1/8/13,1/23/13,15-Mar-13,15-Mar-13,15-Mar-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,10500,336000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,3445,39662.72,415.63,39662.72,3445
1144,86718,111-MZ-T30,FPQ-13124,SO-47053,DN-3864,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,10/21/13,N/A - From RDC,29-Aug-14,27-Oct-14,7-Nov-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,114324,927167.64,8.11,0.14,"Cipla, Goa, India",No,See DN-3864 (ID#:85518),See DN-3864 (ID#:85518),953.13,See DN-3864 (ID#:85518),See DN-3864 (ID#:85518)
1145,44516,104-CI-T30,FPQ-11294,SCMS-173130,ASN-19140,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,12/14/12,1/15/13,26-Apr-13,26-Apr-13,26-Apr-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2104,168320.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,917,16661.34,208.21,16661.34,917
1146,44567,107-RW-T30,FPQ-10223,SCMS-152910,ASN-15894,Rwanda,PMO - US,Direct Drop,EXW,Air,7/5/12,7/16/12,9-Sep-12,9-Sep-12,9-Sep-12,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,57961,130412.25,2.25,0.04,"Aurobindo Unit III, India",Yes,5525,43237.33,182.84,43237.33,5525
1147,10945,100-ZW-T01,Pre-PQ Process,SO-714,DN-709,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Apr-08,21-Apr-08,21-Apr-08,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,1600,3200.0,2.0,0.07,"Cipla, Goa, India",Yes,2519,15252.7,5.12,15252.7,2519
1149,82529,102-ZW-T30,FPQ-9927,SO-42300,DN-2940,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,5/15/12,N/A - From RDC,21-Dec-12,11-Dec-12,11-Dec-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,188201,1008757.36,5.36,0.18,Hetero Unit III Hyderabad IN,Yes,23127,11444.77,1414.28,11444.77,23127
1150,11204,104-CI-T01,Pre-PQ Process,SO-604,DN-446,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-Nov-07,30-Nov-07,30-Nov-07,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,995,69650.0,70.0,1.17,GSK Ware (UK),Yes,219,1392,111.44,1392,219
1151,71382,133-NG-T30,FPQ-10349,SCMS-155321,ASN-17169,Nigeria,PMO - US,Direct Drop,EXW,Air,7/17/12,8/13/12,28-Nov-12,29-Nov-12,29-Nov-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2744,244216.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1303,29251.24,342.39,29251.24,1303
1152,58677,101-CD-T30,FPQ-14100,SCMS-239410,ASN-26738,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,4/23/14,5/20/14,5-Sep-14,5-Sep-14,16-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,7,224.0,32.0,1.6,"Trinity Biotech, Plc",No,See ASN-26738 (ID#:15115),See ASN-26738 (ID#:15115),0.23,3196.31,112
1153,12201,102-BW-T01,Pre-PQ Process,SO-2041,DN-678,Botswana,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,25-Mar-08,25-Mar-08,25-Mar-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,1000,32000.0,32.0,1.6,"Trinity Biotech, Plc",No,See DN-678 (ID#:12199),See DN-678 (ID#:12199),51.2,See DN-678 (ID#:12199),See DN-678 (ID#:12199)
1154,16398,107-RW-T30,FPQ-6341,SCMS-84930,ASN-12601,Rwanda,PMO - US,Direct Drop,EXW,Ocean,9/3/10,9/27/10,13-Dec-11,13-Dec-11,13-Dec-11,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,23240,776216.0,33.4,0.28,Cipla Ltd A-42 MIDC Mahar. IN,Yes,6853,81246.12,1673.52,81246.12,6853
1155,84562,104-CI-T30,FPQ-4659,SO-35600,DN-1825,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,31-May-10,20-May-10,20-May-10,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,4550,6370.0,1.4,0.01,"Aurobindo Unit III, India",No,See DN-1825 (ID#:82884),See DN-1825 (ID#:82884),13.73,See DN-1825 (ID#:82884),See DN-1825 (ID#:82884)
1156,14241,111-MZ-T30,FPQ-13134,SCMS-215600,ASN-24703,Mozambique,PMO - US,Direct Drop,EXW,Air,11/12/13,11/26/13,9-Apr-14,9-Apr-14,8-Jul-14,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,800,6064.0,7.58,0.25,"Aurobindo Unit III, India",Yes,77,979.14,6.23,979.14,77
1157,54019,100-ZM-T30,FPQ-12546,SCMS-201860,ASN-21891,Zambia,PMO - US,Direct Drop,EXW,Ocean,6/27/13,8/19/13,25-Feb-14,25-Feb-14,25-Feb-14,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,77654,916317.2,11.8,0.39,"Aurobindo Unit VII, IN",Yes,8725,54417.75,1133.48,54417.75,8725
1158,2441,114-UG-T01,Pre-PQ Process,SCMS-41240,ASN-3904,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/19/09,4-May-09,4-May-09,4-May-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,60,1100.4,18.34,0.61,"BMS Meymac, France",Yes,3000,428.91,2.16,428.91,3000
1160,11188,110-ZM-T01,Pre-PQ Process,SO-572,DN-388,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,9-Nov-07,9-Nov-07,9-Nov-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,52864,188724.48,3.57,0.06,"Aurobindo Unit III, India",Yes,5989,19590.04,301.96,19590.04,5989
1161,28181,161-ZA-T30,FPQ-7175,SCMS-103880,ASN-11458,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/28/11,3-Nov-11,3-Nov-11,3-Nov-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,356876,867208.68,2.43,0.04,"Strides, Bangalore, India.",Yes,16391,20258.29,1430.89,20258.29,16391
1162,84287,111-MZ-T30,FPQ-11884,SO-44865,DN-3318,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,3/19/13,N/A - From RDC,31-Oct-13,31-Oct-13,12-Nov-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,70643,235241.19,3.33,0.11,"Hetero, Jadcherla, unit 5, IN",No,See DN-3318 (ID#:83716),See DN-3318 (ID#:83716),290.99,See DN-3318 (ID#:83716),See DN-3318 (ID#:83716)
1164,86380,110-ZM-T30,FPQ-6482,SO-38970,DN-2154,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/15/10,N/A - From RDC,11-Apr-11,20-May-11,20-May-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,10927,27426.77,2.51,0.04,Hetero Unit III Hyderabad IN,No,See DN-2154 (ID#:84084),See DN-2154 (ID#:84084),59.13,See DN-2154 (ID#:84084),See DN-2154 (ID#:84084)
1165,84284,110-ZM-T30,FPQ-10728,SO-44772,DN-3297,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/5/12,N/A - From RDC,22-Oct-13,22-Oct-13,11-Nov-13,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,16099,198017.7,12.3,0.41,Mylan (formerly Matrix) Nashik,Yes,2004,4356.75,277.62,4356.75,2004
1166,17501,108-VN-T30,FPQ-12051,SCMS-188700,ASN-21668,Vietnam,PMO - US,Direct Drop,EXW,Air,5/3/13,5/15/13,25-Sep-13,25-Sep-13,25-Sep-13,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,771,9444.75,12.25,0.2,Hetero Unit III Hyderabad IN,Yes,136,678.96,11.68,678.96,136
1167,62990,108-VN-T30,FPQ-10811,SCMS-166120,ASN-17672,Vietnam,PMO - US,Direct Drop,EXW,Air,10/15/12,11/9/12,29-Jan-13,29-Jan-13,29-Jan-13,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,691,1451.1,2.1,0.01,"Aurobindo Unit III, India",No,See ASN-17672 (ID#:15352),See ASN-17672 (ID#:15352),1.8,See ASN-17672 (ID#:15352),See ASN-17672 (ID#:15352)
1168,85244,102-BI-T30,FPQ-9229,SO-41530,DN-2594,Burundi,PMO - US,From RDC,N/A - From RDC,Air,1/25/12,N/A - From RDC,26-Apr-12,4-May-12,4-May-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,240,8097.6,33.74,0.28,ABBVIE Ludwigshafen Germany,No,See DN-2594 (ID#:83021),See DN-2594 (ID#:83021),11.35,9506,5256
1169,85068,112-NG-T30,FPQ-4040,SO-32980,DN-1456,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,7/29/09,N/A - From RDC,15-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3000,8700.0,2.9,0.05,"Aurobindo Unit III, India",No,See DN-1456 (ID#:83952),See DN-1456 (ID#:83952),17.05,9341.49,836
1170,86052,101-CD-T30,FPQ-13554,SO-47630,DN-3561,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,1/15/14,N/A - From RDC,30-May-14,19-May-14,26-Jun-14,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,4290,46632.3,10.87,0.36,Hetero Unit III Hyderabad IN,No,See DN-3561 (ID#:82654),See DN-3561 (ID#:82654),47.94,16083.32,2045
1171,85462,110-ZM-T30,FPQ-13221,SO-47201,DN-3648,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/31/13,N/A - From RDC,6-May-14,19-May-14,12-Jun-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,123856,574691.84,4.64,0.15,Hetero Unit III Hyderabad IN,No,See DN-3648 (ID#:84360),See DN-3648 (ID#:84360),590.78,19564.23,17018
1172,15115,101-CD-T30,FPQ-14100,SCMS-239410,ASN-26738,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,4/23/14,5/20/14,5-Sep-14,5-Sep-14,16-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,34,1088.0,32.0,1.6,"Trinity Biotech, Plc",Yes,112,3196.31,1.12,3196.31,112
1173,31368,901-NA-T30,FPQ-14728,SCMS-252630,ASN-29183,Namibia,PMO - US,Direct Drop,EXW,Air,7/30/14,8/19/14,25-Nov-14,25-Nov-14,26-Nov-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,13000,136500.0,10.5,0.35,"Mylan,  H-12 & H-13, India",Yes,3575,17969.34,140.32,17969.34,3575
1174,39441,110-ZM-T30,FPQ-9074,SCMS-134320,ASN-15274,Zambia,PMO - US,Direct Drop,EXW,Air,12/22/11,1/27/12,26-Jun-12,26-Jun-12,26-Jun-12,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,Chewable/dispersible tablet - FDC,60,70000,301000.0,4.3,0.07,"Cipla, Goa, India",Yes,5999,25383.34,422.0,25383.34,5999
1175,85241,151-NG-T30,FPQ-8952,SO-41265,DN-2567,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,N/A - From RDC,20-Jun-12,16-Feb-12,16-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,19501,45437.33,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,2046,25231.96,63.7,25231.96,2046
1178,86773,114-UG-T30,FPQ-14396,SO-49011,DN-4100,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,6/4/14,N/A - From RDC,6-Feb-15,30-Jan-15,2-Feb-15,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,5000,18650.0,3.73,0.06,Mylan (formerly Matrix) Nashik,Yes,297,1326,19.17,1326,297
1180,45848,101-CD-T30,FPQ-12093,SCMS-189060,ASN-20771,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,4/23/13,5/23/13,20-Nov-13,18-Nov-13,5-Dec-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,20,616.4,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,52,1573.41,0.76,1573.41,52
